No.,Temp,DO,PH,CONDUCTIVITY,BOD,NITRITE,FECAL_COLIFORM,TOTAL_COLIFORM,Wqi,Class,,,,,
184,0.745714286,0.315789474,0.821309656,0.06591671,0.058559401,0.02023919,1.01276E-06,9.27428E-07,30.51627554,1,,,,,
185,0.802857143,0.394736842,0.76581576,0.017730761,0.001309635,0.010763569,7.99937E-07,7.5916E-07,30.51674638,1,,,,,
186,0.762857143,0.324561404,0.910099889,0.008939879,0.008044902,0.015271389,2.20166E-08,3.9132E-08,30.52688413,1,,,,,
187,0.628571429,0.497368421,0.779134295,0.002279669,0.003124415,0.013275069,0.001126499,4.30452E-08,30.55058956,1,,,,,
188,0.52,0.543859649,0.776914539,0.001206884,0.004490178,0.046918123,1.321E-07,1.54571E-07,30.55159984,1,,,,,
189,0.648571429,0.473684211,0.799112098,0.003143858,0.002057998,0.013275069,0.001126499,1.52615E-07,30.57106218,1,,,,,
190,0.714285714,0.394736842,0.843507214,0.017298666,0.013900842,0.004875805,3.63274E-07,5.06759E-07,30.5730129,1,,,,,
191,0.657142857,0.45,0.827968923,0.002413767,0.004172123,0.013275069,0.001126499,4.12842E-07,30.59054541,1,,,,,
192,0.571428571,0.50877193,0.821309656,0.007524398,0.001122544,0.006715731,1.46777E-08,2.96816E-06,30.60728968,1,,,,,
193,0.6,0.464912281,0.821309656,0.011606943,0.018709074,0.028518859,2.5686E-05,0.000102721,30.60856843,1,,,,,
194,0.8,0.429824561,0.743618202,0.001311182,0.004115996,0.002575897,1.76133E-06,4.30452E-06,30.6150845,1,,,,,
195,0.885714286,0.263157895,0.89900111,0.016181182,0.01272217,0.000919963,0.001126499,0.000980399,30.62491031,1,,,,,
196,0.802857143,0.421052632,0.754716981,0.001281383,0.001309635,0.007359706,7.63242E-07,6.49591E-07,30.63862962,1,,,,,
197,0.6,0.464912281,0.810210877,0.009476272,0.018521983,0.04599816,7.88928E-06,1.9566E-05,30.64077055,1,,,,,
198,0.642857143,0.5,0.76581576,0.003888848,0.004303087,0.013275069,0.001126499,1.037E-07,30.6458696,1,,,,,
199,0.742857143,0.473684211,0.732519423,0.001519779,0.001683817,0.002391904,8.80664E-07,3.74297E-06,30.64884303,1,,,,,
200,0.771428571,0.403508772,0.799112098,0.010861953,0.00748363,0.003035879,3.30249E-06,4.50018E-06,30.65875702,1,,,,,
201,0.628571429,0.48245614,0.810210877,0.002667064,0.002245089,0.013275069,0.001126499,1.46745E-07,30.65878407,1,,,,,
202,0.831428571,0.377192982,0.799112098,0.001683677,0.003367633,0.003679853,6.89854E-07,1.55745E-06,30.66345084,1,,,,,
203,0.428571429,0.622807018,0.780244173,0.00219474,0.003928906,0.009199632,6.1463E-06,4.50018E-06,30.67242727,1,,,,,
204,0.8,0.394736842,0.799112098,0.001177084,0.001870907,0.009567617,1.02377E-06,1.05069E-06,30.6898142,1,,,,,
205,0.671428571,0.421052632,0.799112098,0.015212695,0.03797942,0.036798528,8.39383E-05,8.55034E-05,30.69099711,1,,,,,
206,0.637142857,0.49122807,0.788013319,0.006362214,0.00261927,0.013275069,0.001126499,3.42405E-07,30.70959154,1,,,,,
207,0.715685714,0.473684211,0.760266371,0.001092155,0.002011225,0.004204232,1.8182E-05,1.63865E-05,30.71426152,1,,,,,
