,TEMP,PH,CONDUCTIVITY,DO,BOD
8154,30,7.633630741826368,1320,95,8
8155,30,8.377015063308612,720,120,9
8156,28,7.631448275684262,510,55,8
8157,26,6.71313429284798,650,105,4
8158,26,8.384479606639314,1210,70,4
8159,27,7.00387825055297,1260,75,1
8160,28,6.517470590576613,810,120,3
8161,30,6.658740471346256,1000,50,7
8162,29,6.58056326234729,1010,95,7
8163,28,8.267763972027202,1090,115,9
8164,28,7.267508735019334,590,65,8
8165,26,6.874450918041561,1350,125,7
8166,27,8.037678969246135,500,100,4
8167,28,6.808232647105381,1220,60,9
8168,28,8.106327369771094,500,80,8
8169,29,7.052861693578966,1440,105,5
8170,28,7.3925187046844165,700,125,3
8171,28,6.654836005236389,880,135,2
8172,30,8.343741458279938,780,90,3
8173,26,8.028381554062566,1240,50,8
8174,27,6.956589603159502,670,85,4
8175,28,6.886150228937871,1060,120,7
8176,28,8.264843079019101,870,105,7
8177,28,7.059721258738712,1060,145,5
8178,26,6.816016934896313,1080,65,5
8179,29,7.872730400271712,1480,75,7
8180,27,7.526381916030895,1300,145,9
8181,29,7.181769343759344,620,65,5
8182,28,6.77003562199151,1010,145,2
8183,30,7.351764301690145,1290,105,9
8184,30,7.931095794085007,1040,130,4
8185,30,7.829013994755669,790,130,9
8186,30,8.438976977237575,1460,115,2
8187,28,8.461389231356508,1030,95,3
8188,28,7.810089155360654,860,130,3
8189,29,7.714504611640772,500,65,7
8190,28,7.3389165209766425,1400,135,7
8191,26,7.2592180861646165,1050,85,8
8192,30,7.430263369143946,1310,140,4
8193,27,8.476461097889578,860,120,2
8194,29,7.550250455622734,1490,95,1
8195,27,6.557199814981784,1120,130,7
8196,27,7.129328257996996,1270,115,8
8197,29,8.197511211640013,740,125,7
8198,26,7.229269855613153,1020,145,3
8199,29,7.763222586684524,1310,70,3
8200,26,8.349789725704168,830,120,8
8201,26,8.086953964819429,730,95,3
8202,28,7.329637611144682,1020,95,6
8203,26,8.26548046188654,1460,105,2
8204,28,8.037438200811932,1410,105,7
8205,26,6.896427001412729,1100,105,5
8206,30,7.127179855701328,1260,125,6
8207,28,8.301134203110594,620,145,8
8208,26,8.229203803503093,1440,145,5
8209,30,7.733442468878175,1240,130,3
8210,28,6.541064696186915,820,140,7
8211,27,7.02976922574429,740,135,1
8212,29,6.59227850515509,1380,140,8
8213,27,7.895184076235861,790,80,9
8214,27,7.105150633547601,560,130,3
8215,28,6.831188055536597,700,50,4
8216,26,7.666541316709659,1450,80,3
8217,28,7.775266650377475,730,50,7
8218,26,8.043358136019723,730,105,2
8219,28,7.346917978925064,1450,110,8
8220,30,8.249798781858143,1110,115,2
8221,27,7.99454066661926,800,125,1
8222,30,8.221843197890651,830,75,9
8223,29,6.603220750166987,960,140,9
8224,28,8.452241054255296,570,125,7
8225,27,7.122131151491406,920,75,3
8226,30,7.7927694871624364,1010,100,5
8227,29,7.525066421290423,1410,65,7
8228,27,7.7599133653543655,1280,125,5
8229,29,8.325923212638747,1150,120,8
8230,26,6.917906858097401,790,130,5
8231,26,7.887547169331934,1070,65,2
8232,28,7.388819949065465,860,120,5
8233,26,8.308434812963135,1180,95,8
8234,26,6.574915369628981,600,95,8
8235,27,6.780820507061113,800,80,2
8236,30,6.917158343509291,870,135,9
8237,30,6.926144708186272,1310,90,4
8238,29,8.470571577048831,1050,55,2
8239,29,7.755775294218608,1410,110,2
8240,26,6.923906666777775,670,95,6
8241,26,6.735059455792259,850,90,2
8242,27,7.445002570105184,950,95,5
8243,30,7.369282955467406,870,145,9
8244,27,7.520051104708974,800,75,7
8245,29,8.451324622830214,1340,80,7
8246,27,7.619602188885954,1260,125,5
8247,29,7.810623967413555,1200,95,5
8248,29,8.240653633379662,880,105,1
8249,30,7.911468947333056,500,90,7
8250,27,7.46335116945669,700,120,3
8251,27,6.825074876681423,670,140,4
8252,30,7.375866165194113,1080,90,3
8253,30,8.265792196419497,1300,110,1
8254,28,7.164437387319362,520,60,9
8255,28,6.680702038239673,1490,130,8
8256,26,7.43074247934435,770,125,8
8257,28,6.7567227499714155,1240,80,9
8258,30,6.642571858140885,640,80,1
8259,26,7.171637692830954,1290,65,6
8260,26,7.20525471454579,770,125,6
8261,28,7.308508871046831,790,60,6
8262,26,6.645852587477242,750,70,1
8263,29,6.608277511682357,760,70,6
8264,28,8.368832358247596,1350,75,5
8265,27,7.2348948699524005,630,75,3
8266,28,7.729566888818102,1090,55,2
8267,29,8.173848443425307,860,140,9
8268,28,7.3401751358072485,620,100,2
8269,29,7.5622518627739135,980,105,5
8270,26,6.90229133306937,580,120,8
8271,29,7.223497963103775,1100,75,1
8272,29,7.601553925222904,1340,140,9
8273,26,7.741934033958097,1430,105,2
8274,28,6.569946602301227,860,105,4
8275,29,7.851908539598925,1260,90,9
8276,27,6.786052309749987,1220,115,6
8277,27,7.4386747262865445,500,125,5
8278,28,6.573184982589195,920,55,5
8279,27,6.621270061695537,1390,95,9
8280,26,7.972613269436822,1400,95,8
8281,26,8.026776319780485,1300,50,2
8282,26,7.4929871681452855,1220,50,8
8283,30,7.994571955865576,780,95,8
8284,28,7.794002025809297,720,110,6
8285,30,8.197246549611243,720,100,8
8286,30,8.478239341746786,570,135,3
8287,28,7.007227115685787,1120,145,4
8288,28,6.653948290706035,1020,130,7
8289,29,8.106510859893818,1110,70,7
8290,30,7.597885490281318,1300,95,2
8291,26,7.208404411276442,820,95,6
8292,28,7.06152684013026,710,90,9
8293,28,6.64833267332906,1110,75,6
8294,28,7.104373415646932,510,55,6
8295,30,7.638898227102237,1440,75,6
8296,29,6.512894212879663,940,105,6
8297,28,8.11419170950523,1320,135,6
8298,30,7.168193088835265,670,105,9
8299,26,7.869188363887746,1100,85,3
8300,29,6.510922226109327,880,65,5
8301,29,6.7062650622082245,630,115,9
8302,28,7.502349072426016,530,145,1
8303,29,6.530818588119319,1240,125,5
8304,29,7.070824932711234,1240,90,2
8305,27,7.6691409771339645,580,115,6
8306,30,7.555060387345993,600,95,2
8307,28,8.408338541599973,1010,65,8
8308,26,7.47621806706258,1350,120,4
8309,27,8.204072630365806,1170,80,8
8310,27,8.159845932534168,1020,55,5
8311,27,7.748002158020456,1010,90,7
8312,26,7.911202288120458,1040,145,1
8313,29,7.867376018661769,1240,140,3
8314,30,7.761752931657243,1450,145,4
8315,30,6.6103554397438735,1060,60,9
8316,28,7.23291764345932,710,90,6
8317,30,8.203314447931753,910,130,3
8318,29,7.291511005552112,1160,95,2
8319,28,7.676653809718644,1290,120,6
8320,29,6.65477764896241,1300,125,1
8321,26,6.74904791524843,680,135,7
8322,27,8.450524843049976,1050,105,8
8323,30,8.01275567980503,750,105,5
8324,26,7.801581278407696,970,60,4
8325,28,7.90461508092892,1060,80,3
8326,28,8.046935116450785,610,125,8
8327,26,7.615022050378617,580,95,4
8328,29,6.80737341385716,940,75,4
8329,28,6.602992319300105,1040,115,6
8330,29,7.371068826934733,870,60,1
8331,26,7.534758283421885,1420,140,7
8332,26,6.572624167931152,1240,100,2
8333,30,8.427756645168923,1060,135,8
8334,26,7.685176091463521,1130,75,9
8335,27,8.397487233931423,1260,105,8
8336,29,8.410603171358465,640,55,8
8337,26,6.612859607240601,500,65,5
8338,28,6.810127190171535,950,55,1
8339,30,7.637525325944865,920,140,8
8340,30,8.224901996591239,1460,50,8
8341,29,7.800366697134527,760,105,8
8342,26,8.17292188375096,560,50,2
8343,28,6.936944403096809,1170,50,2
8344,30,6.933136627874388,1070,70,4
8345,26,8.295428782138176,530,95,3
8346,26,8.212490008369038,1110,95,9
8347,30,7.250627455005048,1400,75,4
8348,28,7.666668109900668,1040,80,6
8349,30,8.198191742728342,1420,85,9
8350,29,7.109608991618373,610,75,1
8351,27,8.040657613698901,1360,60,2
8352,30,6.886714617069357,940,95,7
8353,26,8.15510317177461,760,110,6
8354,28,8.009870629988503,1080,90,7
8355,26,8.092934668469011,1100,80,3
8356,28,8.085606532724059,630,140,4
8357,26,8.183915538798054,1050,120,5
8358,29,7.761535387072069,1310,125,9
8359,29,7.553197958717325,1310,125,4
8360,27,7.405798362026926,1440,70,9
8361,28,6.6945625602874435,1260,75,8
8362,30,7.871116072848324,720,50,6
8363,29,8.400299312635003,820,105,5
8364,29,7.491151507611641,1050,80,4
8365,28,7.956278391218178,500,95,6
8366,27,8.11356051802496,710,100,7
8367,30,6.794401777755084,990,80,7
8368,27,8.415263495575388,1070,140,7
8369,30,7.245108536447501,1370,135,7
8370,28,8.393892766928124,1080,125,2
8371,26,8.171916671707033,1270,80,2
8372,28,8.212308402290358,1250,110,2
8373,27,7.566799592999471,980,85,2
8374,26,6.705611061722563,870,70,1
8375,28,7.15524608416561,1280,140,1
8376,29,6.699569946680796,1060,75,8
8377,29,7.656904071030389,730,65,6
8378,28,8.185508017306448,1330,90,4
8379,26,6.663945920827525,1440,95,2
8380,29,7.355877056927961,800,70,9
8381,29,6.623624191353683,860,95,3
8382,30,7.95187261818433,810,95,6
8383,29,7.115634355252119,810,110,1
8384,26,7.8888423632631675,520,140,8
8385,30,6.907971583917581,1020,130,4
8386,27,7.083427546612027,770,60,2
8387,28,8.12165108788786,1260,115,8
8388,27,7.22457257828729,1240,65,9
8389,29,7.071155231491905,1450,95,2
8390,27,8.167974658543613,580,95,6
8391,29,7.094522209466731,780,80,9
8392,29,6.857746574960074,1170,105,4
8393,28,8.173568500588438,510,135,2
8394,28,7.395624380227995,1040,135,7
8395,26,6.957305738859858,1460,115,5
8396,27,6.6288055258364675,1370,115,3
8397,30,8.124273100335982,1470,110,7
8398,28,6.893204674330948,1400,60,9
8399,28,7.630353654937837,620,50,7
8400,27,8.462898004834674,850,85,5
8401,27,6.733455093417497,860,75,8
8402,27,7.9254490091563685,1310,135,9
8403,27,7.560119516763994,1450,115,2
8404,29,7.688095822790782,660,120,7
8405,29,8.096899417740259,540,130,8
8406,29,7.622838756920434,1120,65,8
8407,26,6.531015970226131,1270,125,9
8408,29,6.973148554685906,1490,80,1
8409,26,7.3623128030165095,510,85,7
8410,30,6.84899515496952,1430,125,5
8411,27,7.389166762175375,1330,80,6
8412,28,7.827186460506269,640,130,2
8413,27,7.786772863682752,1270,90,9
8414,28,8.072322700079152,500,140,2
8415,29,7.534287562413887,610,55,8
8416,29,7.324715739183865,1350,145,8
8417,30,7.375187844564971,760,75,6
8418,26,7.400090153524387,520,110,2
8419,26,7.414665274300523,950,90,4
8420,26,6.665654936383117,1290,90,3
8421,27,7.889490417899521,1050,145,4
8422,30,7.544424429231114,990,100,6
8423,27,8.045930189977746,920,110,7
8424,29,8.396335388381733,1240,105,2
8425,29,7.8773768934532935,1150,125,5
8426,26,6.738092516932491,1170,115,9
8427,30,6.9103326704003525,1330,105,3
8428,26,7.838195248914076,1200,60,2
8429,26,7.38271871860436,640,50,1
8430,30,7.1635284304480775,850,110,2
8431,27,8.282127209893071,1400,65,8
8432,28,7.320525972114083,1310,55,4
8433,27,7.537554721221202,1230,90,8
8434,26,7.012207828182038,760,50,1
8435,28,6.708237234657819,940,75,7
8436,29,6.9894815884924615,1150,130,7
8437,28,8.322644642728203,630,65,7
8438,26,7.786346277296092,1190,95,1
8439,27,7.47056188101711,1050,60,4
8440,28,6.755616547517029,1060,115,6
8441,27,8.488739004447925,800,130,6
8442,27,7.399225416800836,1360,135,4
8443,28,6.568113448830463,630,80,3
8444,29,7.800089601722771,730,110,2
8445,26,8.497641937124953,1320,100,2
8446,30,6.509577589058839,760,105,4
8447,27,7.031762071298814,760,85,5
8448,27,6.966833643279554,980,115,4
8449,29,6.558031957762352,690,115,6
8450,28,6.700981490013282,580,115,8
8451,28,6.819288777957825,500,110,2
8452,27,7.8805802641106135,1010,80,5
8453,27,8.316359290657484,1240,105,5
8454,29,7.974285160631529,1220,120,6
8455,29,7.930306045898314,1190,90,8
8456,30,8.308908101023214,950,115,3
8457,28,7.014576702474157,740,50,2
8458,26,6.8605834897826705,1330,50,3
8459,30,6.70291915275293,1120,55,3
8460,30,7.128043744782849,1240,70,7
8461,26,7.497615950782032,1320,65,5
8462,30,8.436861465372495,1430,130,5
8463,28,8.002081008721133,1330,80,7
8464,30,8.371564490302216,1060,60,1
8465,27,8.303396463787992,910,110,7
8466,30,7.5288236174546785,800,50,2
8467,26,7.07294432763792,1280,125,9
8468,28,8.474794964160225,1000,80,3
8469,28,7.612975075165252,700,85,5
8470,26,6.871096555992852,1340,145,4
8471,26,7.344856117527147,500,110,4
8472,30,6.652274871141352,1350,140,9
8473,28,8.12453510532718,780,135,7
8474,30,7.31955929837029,830,70,7
8475,27,7.8908739567918795,750,75,3
8476,30,6.579935995140467,920,70,5
8477,29,6.583934162192304,560,65,3
8478,29,7.012400634194562,660,120,5
8479,30,8.425783604490906,1290,135,6
8480,29,7.875303552580112,740,80,6
8481,28,6.672445810010413,1160,140,3
8482,27,8.470056838036912,1190,80,8
8483,27,7.532318556103105,950,95,4
8484,30,8.163809496304657,1420,60,7
8485,26,6.811083934880992,1150,125,3
8486,26,7.72757608394633,890,95,9
8487,30,7.107040521613781,1290,145,4
8488,30,7.077724797391979,500,125,9
8489,30,7.11519995625637,810,115,2
8490,27,8.123414737205048,1050,60,8
8491,28,8.237925754564245,1410,95,6
8492,27,6.979937095909468,850,100,1
8493,29,8.340818762058866,1280,135,4
8494,29,7.530437685728726,1400,125,5
8495,27,7.59486427102397,1020,130,1
8496,30,6.859813171096358,580,110,3
8497,28,8.096978073848357,660,115,4
8498,26,6.702907304116882,610,65,9
8499,28,6.895901641500686,530,90,2
8500,27,6.908151576453167,670,60,1
8501,26,7.6179731904227275,1260,80,2
8502,27,8.404902308163356,1070,65,5
8503,26,7.329087950225157,870,120,2
8504,30,7.230054833611999,630,70,9
8505,26,7.768902401966665,1490,85,7
8506,29,8.249738128188827,830,100,3
8507,27,6.537825387965458,890,145,7
8508,28,6.690292002642247,1340,145,4
8509,29,6.670173341287659,1310,130,1
8510,29,8.428193015475719,620,55,1
8511,29,7.681419850730352,1190,95,5
8512,30,7.491850731883526,500,95,9
8513,26,7.575174865041687,960,105,7
8514,30,7.220322799454847,1160,65,3
8515,29,7.103689196378008,1140,110,7
8516,29,8.205989768982183,950,135,6
8517,26,6.617896692749874,900,70,1
8518,27,7.392262378772147,1480,50,5
8519,26,7.027854009811346,650,90,3
8520,26,8.260043213195749,800,115,8
8521,26,7.540304021212237,1090,55,7
8522,29,8.019983517790461,630,80,3
8523,29,7.034446330458261,1350,70,4
8524,26,7.704110435183442,1470,65,3
8525,28,6.6262620416697455,680,85,1
8526,30,7.404134590768043,1480,110,3
8527,28,8.197537797314844,1050,100,8
8528,29,7.196047912702843,1060,120,3
8529,29,6.879945898796981,550,85,8
8530,29,7.059156280082411,820,125,6
8531,30,6.589970175400543,1380,130,2
8532,30,7.0929152170385175,850,105,3
8533,27,7.458426177605799,1410,65,3
8534,29,6.673749772865381,770,55,6
8535,27,7.587454371323413,1440,85,3
8536,28,7.612304571869648,1160,90,4
8537,28,6.570986151465732,950,50,5
8538,26,8.195558518323175,890,125,9
8539,26,6.963942761051751,830,120,9
8540,30,8.45990654560172,710,100,7
8541,27,8.030776266830468,1200,120,3
8542,30,7.486562786508656,810,80,5
8543,26,7.819987856670535,1380,50,6
8544,27,8.10244574158969,930,125,2
8545,30,8.361627804542325,1080,110,9
8546,26,7.025649729970821,870,50,7
8547,26,6.977573856362892,1480,120,9
8548,30,7.276979290192429,1350,100,7
8549,27,6.673211122396231,740,115,2
8550,29,6.704322933194888,930,65,9
8551,27,6.794621996904159,710,115,8
8552,28,6.8429219360734574,1000,130,4
8553,30,8.375671382206004,1150,55,9
8554,29,7.985405022497403,950,125,5
8555,27,7.054856520888862,880,55,5
8556,29,6.808216444445302,950,120,8
8557,27,6.717712267694189,1470,125,7
8558,30,7.87859720211445,620,115,2
8559,29,6.57681833794273,1170,50,6
8560,29,7.861981841459261,780,125,3
8561,26,6.549229519126773,1300,145,1
8562,29,7.5096557994092175,1490,105,8
8563,29,8.321526811860515,1300,145,1
8564,28,6.867419920153067,1330,120,6
8565,28,7.591002031930601,910,145,3
8566,27,7.253853859175033,990,55,7
8567,27,7.744172282141095,510,90,8
8568,27,8.032780975126958,730,110,3
8569,30,7.08519724943327,820,140,9
8570,26,6.955425310505402,590,70,9
8571,27,7.951084085804814,1460,130,9
8572,27,7.518009525771552,1080,130,5
8573,26,7.340768500140811,730,50,8
8574,28,8.371942634167011,520,105,1
8575,30,6.7174134542623065,1050,90,5
8576,29,8.314886056118853,1160,140,3
8577,29,8.325394948165933,1030,125,5
8578,28,7.089063168388533,670,115,6
8579,29,7.72048059588213,580,135,8
8580,27,7.220649019324784,1380,120,7
8581,26,7.926727035933424,750,100,2
8582,30,8.463593958607742,1380,140,9
8583,26,7.591241048152091,1200,115,9
8584,30,7.431874611107149,870,60,2
8585,30,7.69262816678773,1250,60,2
8586,27,7.986774599067718,920,95,3
8587,26,7.202959906664389,510,55,2
8588,28,7.281444496581131,890,95,8
8589,30,8.034117367906413,850,140,2
8590,29,7.6081067381064,550,115,9
8591,26,6.871355681738098,1120,115,3
8592,28,8.460217339173873,510,95,4
8593,30,6.984508169840786,520,55,3
8594,30,7.279703273306498,1050,110,9
8595,30,6.66854222542144,960,55,1
8596,28,7.78000869579521,1270,115,5
8597,27,8.087547776144493,1330,140,6
8598,26,8.325179543284284,1190,60,4
8599,28,7.134547929649627,580,130,4
8600,26,6.9072465912570244,860,85,8
8601,30,7.769332073101048,740,55,7
8602,26,8.16308397481952,670,140,9
8603,29,6.508113664527302,540,65,9
8604,29,8.317572846430737,510,130,9
8605,27,7.330431254712636,1250,125,1
8606,29,7.939011295849619,1410,145,4
8607,27,8.194344730133977,1130,60,7
8608,27,7.96600356569586,1290,145,8
8609,29,8.183845508149695,590,120,6
8610,26,8.404911524838491,1370,100,5
8611,27,8.050687350401269,1320,110,9
8612,30,8.234791039566186,1440,140,5
8613,30,7.134376081743002,1370,130,5
8614,27,7.308578959551793,560,85,3
8615,30,7.338427619229259,740,125,6
8616,27,7.646559119022081,680,110,2
8617,27,7.46681736382403,1010,70,8
8618,27,8.24827417471386,1230,90,7
8619,29,8.47073433909889,1140,105,5
8620,30,7.195406498215999,980,85,5
8621,28,7.815865423251495,680,85,4
8622,29,8.081637612425027,950,85,1
8623,30,6.778526870649213,590,90,4
8624,28,8.191452961136138,740,115,5
8625,30,6.926179784687465,520,115,8
8626,26,7.883765900449926,900,100,3
8627,30,7.3504388337465185,820,130,1
8628,27,6.736851153055015,1240,50,8
8629,29,6.67744910901337,1270,100,5
8630,26,6.939512281533882,950,95,9
8631,30,8.329406380450212,760,70,7
8632,30,6.856428810656072,1050,80,3
8633,27,7.258869551875919,1180,125,8
8634,28,6.750590728864649,590,110,2
8635,30,6.9913888354661005,1040,105,5
8636,27,7.922773109210304,710,60,7
8637,28,6.806504324566773,1360,50,1
8638,28,8.101686361063535,1030,130,8
8639,28,7.046240674804412,1180,115,6
8640,28,7.997515559173002,540,140,8
8641,26,6.681024656213888,1490,75,6
8642,29,7.389160075274765,690,85,2
8643,28,7.219498723023697,610,85,7
8644,27,8.041392648462619,1300,130,1
8645,28,8.179420991612623,790,90,5
8646,28,6.838208341853612,580,55,1
8647,29,6.894355842728285,770,135,1
8648,26,7.581655843427386,1050,90,6
8649,27,7.196717126100451,1290,85,9
8650,30,8.26004065442075,1110,80,4
8651,27,6.905684512152718,990,125,4
8652,27,7.31565706232718,1330,110,3
8653,29,7.447855549424142,900,80,7
8654,27,7.904526331815919,690,145,5
8655,27,6.668612158672895,1100,120,9
8656,26,8.083465880503702,890,55,9
8657,26,6.603365776274936,550,75,8
8658,30,7.256385293480767,790,50,3
